"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","BAL44","PRC44","PMT44","REC44","REP44","BAL45","PRC45","PMT45","REC45","REP45","BAL46","PRC46","PMT46","REC46","REP46","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"62381","Sponsor Assigned",23397832,"08-01-2019","08-31-2019","Ally Bank","01/2019",16334,73,"01/2025",0.0899,1,1,"02/2019","True",1,2,0,"FORD","Fusion",2,2016,1,13257,3,"Consumer Bureau","685",2,NA,"False",0.0953,"OR",66,NA,1,15560.05,561.37,0.0899,0.0899,0.01,NA,NA,178.43,NA,15346.8,295.44,324.39,NA,"False",213.25,0,"08-09-2019",4,"Ally Bank","False",NA,NA,NA,0,15160.97,185.83,295.44,NA,0,14981.28,179.69,295.44,NA,0,14981.28,0,0,NA,0,14910.92,70.36,295.44,NA,0,14658.95,251.97,450,NA,0,14658.95,0,0,NA,0,14567.79,91.16,300,NA,0,14567.79,0,0,NA,0,14567.79,0,56.09,NA,0,14567.79,0,0,NA,0,14567.79,0,0,NA,0,14567.79,0,424.9,NA,0,14567.79,0,0,NA,0,14567.79,0,0,NA,0,14567.79,0,0,NA,0,14166.63,401.16,886.32,NA,0,14166.63,0,0,NA,0,14166.63,0,0,NA,0,13914.62,252.01,590,NA,0,13189.28,725.34,895.44,NA,0,12991.3,197.98,295.44,NA,0,12795.05,196.25,295.44,NA,0,12594.15,200.9,295.44,NA,0,12394.87,199.28,295.44,NA,0,12194.07,200.8,295.44,NA,0,11988.73,205.34,295.44,NA,0,11784.83,203.9,295.44,NA,0,11576.47,208.36,295.44,NA,0,11369.42,207.05,295.44,NA,0,11160.79,208.63,295.44,NA,0,10942.32,218.47,295.44,NA,0,10730.43,211.89,295.44,NA,0,10506.35,224.08,295.44,NA,0,10298.89,207.46,295.44,NA,0,10298.89,0,0,NA,0,10156.16,142.73,300,NA,0,9938.71,217.45,300,NA,0,9938.71,0,0,NA,0,9938.71,0,0,NA,0,9587.95,350.76,573.52,NA,0,8765.39,822.56,886.88,NA,0,8765.39,0,0,NA,0,8765.39,0,0,NA,0,8596.87,168.52,369.3,NA,0,8291.09,305.78,369.3,NA,0,7985.1,305.99,369.3,NA,0,7,"prime",8,14,22,0,1,0
"62429","Sponsor Assigned",23402476,"08-01-2019","08-31-2019","Ally Bank","01/2019",14633.07,73,"01/2025",0.0799,1,1,"02/2019","True",1,2,0,"HONDA","Civic",2,2014,1,10400,98,"Consumer Bureau","697",2,NA,"False",0.0643,"NY",66,NA,1,13679.04,257.35,0.0799,0.0799,0.01,NA,NA,164.41,NA,13514.51,257.35,257.35,NA,"False",164.53,0,"08-20-2019",0,"Ally Bank","False",NA,NA,NA,0,13348.86,165.65,257.35,NA,0,13179.17,169.69,257.35,NA,0,13011.25,167.92,257.35,NA,0,12839.34,171.91,257.35,NA,0,12668.97,170.37,257.35,NA,0,12497.36,171.61,257.35,NA,0,12319.13,178.23,257.35,NA,0,12145.15,173.98,257.35,NA,0,11967.34,177.81,257.35,NA,0,11790.98,176.36,257.35,NA,0,11610.85,180.13,257.35,NA,0,11432.08,178.77,257.35,NA,0,11252.1,179.98,257.35,NA,0,11068.44,183.66,257.35,NA,0,10886,182.44,257.35,NA,0,10699.94,186.06,257.35,NA,0,10515.12,184.82,257.35,NA,0,0,10515.12,10588.74,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"prime",8,19,27,0,0,1
"62431","Sponsor Assigned",23984415,"08-01-2019","08-31-2019","Ally Bank","06/2019",20462.13,73,"06/2025",0.1324,1,1,"07/2019","True",1,2,0,"NISSAN","Altima",2,2016,1,13250,98,"Consumer Bureau","750",2,NA,"False",0.126,"TX",71,NA,1,20380.49,415.64,0.1324,0.1324,0.01,NA,NA,186.53,NA,20171.84,415.64,415.64,NA,"False",208.65,0,"08-15-2019",0,"Ally Bank","False",NA,NA,NA,0,19968.39,203.45,415.64,NA,0,19806.25,162.14,415.64,NA,0,19613.32,192.93,415.64,NA,0,19411.11,202.21,415.64,NA,0,19213.42,197.69,415.64,NA,0,19013.24,200.18,415.64,NA,0,18797.06,216.18,415.64,NA,0,18592.21,204.85,415.64,NA,0,18378.34,213.87,415.64,NA,0,18168.8,209.54,415.64,NA,0,17950.34,218.46,415.64,NA,0,17736,214.34,415.64,NA,0,17519.26,216.74,415.64,NA,0,17293.75,225.51,415.64,NA,0,17072.05,221.7,415.64,NA,0,16841.68,230.37,415.64,NA,0,16615.19,226.49,415.64,NA,0,16386.39,228.8,415.64,NA,0,16137.18,249.21,415.64,NA,0,15903,234.18,415.64,NA,0,15660.42,242.58,415.64,NA,0,15420.88,239.54,415.64,NA,0,15173.05,247.83,415.64,NA,0,0,15173.05,15228.09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"near_prime",3,25,28,0,0,1
"62443","Sponsor Assigned",23465471,"08-01-2019","08-31-2019","Ally Bank","02/2019",22061,73,"02/2025",0.0739,1,1,"03/2019","True",1,2,0,"JEEP","Cherokee",2,2016,3,19998,98,"Consumer Bureau","789",2,NA,"False",0.0954,"DE",67,NA,1,20868.46,381.43,0.0739,0.0739,0.01,NA,NA,250.36,NA,20618,381.43,381.43,NA,"False",250.46,0,"08-15-2019",0,"Ally Bank","False",NA,NA,NA,0,20365.97,252.03,381.43,NA,0,20108.23,257.74,381.43,NA,0,19910,198.23,381.43,NA,0,19649.49,260.51,381.43,NA,0,19391.08,258.41,381.43,NA,0,19131.02,260.06,381.43,NA,0,18861.61,269.41,381.43,NA,0,18598.24,263.37,381.43,NA,0,18329.47,268.77,381.43,NA,0,18329.47,0,0,NA,0,17740.55,588.92,777.86,NA,0,17520.31,220.24,381.43,NA,0,17248.54,271.77,381.43,NA,0,16971.59,276.95,381.43,NA,0,16696.39,275.2,381.43,NA,0,16416.1,280.29,381.43,NA,0,16137.68,278.42,381.43,NA,0,15854.27,283.41,381.43,NA,0,14274.48,1579.79,1670.14,NA,0,13982.64,291.84,381.43,NA,0,13686.14,296.5,381.43,NA,0,13390.61,295.53,381.43,NA,0,13090.51,300.1,381.43,NA,0,13090.51,0,0,NA,0,13090.51,0,0,NA,0,13090.51,0,0,NA,0,13008.57,81.94,381.43,NA,0,12706.15,302.42,381.43,NA,0,12706.15,0,0,NA,0,12625.08,81.07,238,NA,0,12625.08,0,0,NA,0,12625.08,0,0,NA,0,11345.74,1279.34,1581.58,NA,0,11345.74,0,0,NA,0,10944.52,401.22,500,NA,0,10752.57,191.95,262.86,NA,0,10451.12,301.45,382,NA,0,10451.12,0,0,NA,0,10451.12,0,0,NA,0,10044.17,406.95,572,NA,0,9946.72,97.45,191,NA,0,9583.32,363.4,450,NA,0,9298.25,285.07,320,NA,0,9298.25,0,0,NA,0,9016.91,281.34,383,NA,0,8320.43,696.48,770,NA,0,6,"prime",7,25,32,0,1,0
"62477","Sponsor Assigned",23404148,"08-01-2019","08-31-2019","Ally Bank","01/2019",12095.79,73,"01/2025",0.0689,1,1,"02/2019","True",1,2,0,"DODGE","Grand Caravan",2,2018,2,17550,98,"Consumer Bureau","686",2,NA,"False",0.0364,"FL",66,NA,1,11281.17,0,0.0689,0.0689,0.01,NA,NA,140.1,NA,10937.22,206.17,416.17,NA,"False",343.95,0,"08-26-2019",0,"Ally Bank","False",NA,NA,NA,0,10795.04,142.18,206.17,NA,0,10650,145.04,206.17,NA,0,10506.14,143.86,206.17,NA,0,10359.46,146.68,206.17,NA,0,10213.79,145.67,206.17,NA,0,10067.23,146.56,206.17,NA,0,9916.02,151.21,206.17,NA,0,9767.72,148.3,206.17,NA,0,9616.71,151.01,206.17,NA,0,9466.66,150.05,206.17,NA,0,9313.95,152.71,206.17,NA,0,9162.13,151.82,206.17,NA,0,9009.43,152.7,206.17,NA,0,8854.14,155.29,206.17,NA,0,8699.64,154.5,206.17,NA,0,8542.6,157.04,206.17,NA,0,8386.38,156.22,206.17,NA,0,8229.29,157.09,206.17,NA,0,8066.62,162.67,206.17,NA,0,7907.65,158.97,206.17,NA,0,7746.26,161.39,206.17,NA,0,7585.42,160.84,206.17,NA,0,7422.21,163.21,206.17,NA,0,7259.47,162.74,206.17,NA,0,7095.78,163.69,206.17,NA,0,6929.79,165.99,206.17,NA,0,6764.17,165.62,206.17,NA,0,6596.31,167.86,206.17,NA,0,6428.74,167.57,206.17,NA,0,6260.19,168.55,206.17,NA,0,6087.11,173.08,206.17,NA,0,5916.56,170.55,206.17,NA,0,5743.9,172.66,206.17,NA,0,5571.34,172.56,206.17,NA,0,0,5571.34,5602.89,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"prime",8,36,44,0,0,1
"62481","Sponsor Assigned",23405652,"08-01-2019","08-31-2019","Ally Bank","01/2019",13500.6,73,"01/2025",0.0959,1,1,"02/2019","True",1,2,0,"NISSAN","Sentra",2,2017,1,11700,98,"Consumer Bureau","685",2,NA,"False",0.138,"OH",66,NA,1,12653.92,236.48,0.0959,0.0959,0.01,NA,NA,145,NA,12503.65,248.31,250,NA,"False",150.27,0,"08-20-2019",0,"Ally Bank","False",NA,NA,NA,0,12342.34,161.31,250,NA,0,12192.86,149.48,250,NA,0,12054.98,137.88,250,NA,0,11887.32,167.66,250,NA,0,11737.15,150.17,250,NA,0,11576.34,160.81,250,NA,0,11420.37,155.97,250,NA,0,11263.13,157.24,250,NA,0,11122.32,140.81,250,NA,0,10936.43,185.89,250,NA,0,10780.99,155.44,250,NA,0,10612.91,168.08,250,NA,0,10457.46,155.45,250,NA,0,10289.66,167.8,250,NA,0,10117.85,171.81,250,NA,0,9976.55,141.3,250,NA,0,9784.17,192.38,250,NA,0,9621.57,162.6,250,NA,0,9434.77,186.8,250,NA,0,9254.18,180.59,250,NA,0,9079.55,174.63,250,NA,0,8908.27,171.28,250,NA,0,8723.81,184.46,250,NA,0,8490.28,233.53,300,NA,0,8316.12,174.16,250,NA,0,8129.48,186.64,250,NA,0,7914.92,214.56,300,NA,0,7650.27,264.65,300,NA,0,7650.27,0,0,NA,0,7476.9,173.37,300,NA,0,7247.12,229.78,300,NA,0,7018.55,228.57,300,NA,0,6677.56,340.99,400,NA,0,6430.19,247.37,300,NA,0,6182.56,247.63,300,NA,0,5931.29,251.27,300,NA,0,5721.16,210.13,260,NA,0,5514.75,206.41,250,NA,0,5259.67,255.08,300,NA,0,4999.75,259.92,300,NA,0,4739.16,260.59,300,NA,0,4475.27,263.89,300,NA,0,4210.54,264.73,300,NA,0,3942.62,267.92,300,NA,0,3675.77,266.85,300,NA,0,3406.67,269.1,300,NA,0,7,"prime",8,46,54,1,0,0
"62482","Sponsor Assigned",23405686,"08-01-2019","08-31-2019","Ally Bank","01/2019",18171.24,73,"01/2025",0.0859,1,1,"02/2019","True",1,2,0,"CHEVROLET","Silverado",2,2012,2,21075,98,"Consumer Bureau","727",2,NA,"False",0.1083,"FL",66,NA,1,17018.35,325,0.0859,0.0859,0.01,NA,NA,200.74,NA,16817.5,325,325,NA,"False",200.85,0,"08-22-2019",0,"Ally Bank","False",NA,NA,NA,0,16615.19,202.31,325,NA,0,16407.49,207.7,325,NA,0,16202.19,205.3,325,NA,0,15991.58,210.61,325,NA,0,15783.03,208.55,325,NA,0,15572.86,210.17,325,NA,0,15353.85,219.01,325,NA,0,15140.56,213.29,325,NA,0,14922.16,218.4,325,NA,0,14705.73,216.43,325,NA,0,14484.27,221.46,325,NA,0,14264.65,219.62,325,NA,0,14043.44,221.21,325,NA,0,13817.32,226.12,325,NA,0,13592.85,224.47,325,NA,0,13363.56,229.29,325,NA,0,13135.97,227.59,325,NA,0,12906.8,229.17,325,NA,0,12666.85,239.95,325,NA,0,12434.26,232.59,325,NA,0,12197.05,237.21,325,NA,0,11961.03,236.02,325,NA,0,11720.48,240.55,325,NA,0,11480.99,239.49,325,NA,0,11239.75,241.24,325,NA,0,10994.11,245.64,325,NA,0,10749.32,244.79,325,NA,0,10500.21,249.11,325,NA,0,10251.82,248.39,325,NA,0,10001.61,250.21,325,NA,0,9742.52,259.09,325,NA,0,9488.6,253.92,325,NA,0,9230.59,258.01,325,NA,0,8972.93,257.66,325,NA,0,8711.28,261.65,325,NA,0,8449.83,261.45,325,NA,0,8186.48,263.35,325,NA,0,7919.28,267.2,325,NA,0,7652.06,267.22,325,NA,0,7381.09,270.97,325,NA,0,7109.94,271.15,325,NA,0,0,7109.94,7126.67,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"prime",8,43,51,0,0,1
"62509","Sponsor Assigned",23901125,"08-01-2019","08-31-2019","Ally Bank","05/2019",15806.32,73,"05/2025",0.0904,1,1,"06/2019","True",1,2,0,"HYUNDAI","Veloster",2,2015,1,11875,98,"Consumer Bureau","750",2,NA,"False",0.0935,"VA",70,NA,1,15466.74,185.16,0.0904,0.0904,0.01,NA,NA,167.07,NA,15265.49,286.29,320,NA,"False",201.25,0,"08-29-2019",0,"Ally Bank","False",NA,NA,NA,0,15053.91,211.58,325,NA,0,14844.49,209.42,325,NA,0,14630.78,213.71,324,NA,0,14421.23,209.55,325.5,NA,0,14203.11,218.12,325,NA,0,14203.11,0,0,NA,0,13760.17,442.94,645,NA,0,13550.73,209.44,325,NA,0,13319.44,231.29,325,NA,0,13099.71,219.73,325,NA,0,12871.78,227.93,325,NA,0,12641.34,230.44,329,NA,0,12416.25,225.09,325,NA,0,12180.19,236.06,325,NA,0,11970.44,209.75,300,NA,0,11739.14,231.3,320,NA,0,11739.14,0,0,NA,0,11510.05,229.09,325,NA,0,11028.69,481.36,645,NA,0,10785.63,243.06,325,NA,0,10535.43,250.2,325,NA,0,10273.05,262.38,325,NA,0,10042.19,230.86,325,NA,0,9796.78,245.41,325,NA,0,9586.85,209.93,290,NA,0,9333.08,253.77,325,NA,0,9100.11,232.97,300,NA,0,9100.11,0,0,NA,0,8579.64,520.47,650,NA,0,8332.01,247.63,305,NA,0,8087.49,244.52,325,NA,0,7209.58,877.91,936,NA,0,7209.58,0,0,NA,0,5024.69,2184.89,2284,NA,0,2557.05,2467.64,2500,NA,0,0,2557.05,2565.92,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"prime",4,37,41,0,0,1
"62518","Sponsor Assigned",22659122,"08-01-2019","08-31-2019","Ally Bank","06/2018",14898.45,73,"06/2024",0.0599,1,1,"07/2018","True",1,2,0,"CHEVROLET","Silverado",2,2012,2,22325,98,"Consumer Bureau","752",2,NA,"False",0.0701,"PA",59,NA,1,12601.8,222.24,0.0599,0.0599,0.01,NA,NA,182.8,NA,12414.3,246.84,251.6,NA,"False",187.5,0,"08-28-2019",0,"Ally Bank","False",NA,NA,NA,0,12196.89,217.41,250,NA,0,12006.93,189.96,250,NA,0,11823.01,183.92,245,NA,0,11646.73,176.28,250,NA,0,11476.02,170.71,250,NA,0,11276.73,199.29,250,NA,0,11080.25,196.48,250,NA,0,10889.63,190.62,246.84,NA,0,10705.17,184.46,246.84,NA,0,10509.14,196.03,246.84,NA,0,10305.58,203.56,250,NA,0,10107.87,197.71,250,NA,0,9913.97,193.9,246.84,NA,0,9712.65,201.32,250,NA,0,9513.5,199.15,246.84,NA,0,9313.37,200.13,246.84,NA,0,9115.25,198.12,250,NA,0,8907.14,208.11,250,NA,0,8701.23,205.91,246.84,NA,0,8498.66,202.57,246.84,NA,0,8290.5,208.16,250,NA,0,8086.76,203.74,250,NA,0,7872.59,214.17,250,NA,0,7662.64,209.95,250,NA,0,7452.88,209.76,250,NA,0,7242.02,210.86,250,NA,0,7028.86,213.16,250,NA,0,6810,218.86,250,NA,0,6596.88,213.12,250,NA,0,6383.69,213.19,250,NA,0,6167.21,216.48,250,NA,0,5941.5,225.71,250,NA,0,5724.65,216.85,250,NA,0,5500.96,223.69,250,NA,0,5274.37,226.59,250.96,NA,0,5051.2,223.17,250,NA,0,4827.73,223.47,250,NA,0,4600.71,227.02,250,NA,0,4375.63,225.08,250,NA,0,4151.05,224.58,246.84,NA,0,3920.12,230.93,250,NA,0,3693.92,226.2,250,NA,0,3468.17,225.75,250,NA,0,3230.51,237.66,250,NA,0,3003.31,227.2,250,NA,0,2767.6,235.71,250,NA,0,14,"prime",15,46,61,1,0,0
"62591","Sponsor Assigned",24043462,"08-01-2019","08-31-2019","Ally Bank","06/2019",14944.44,73,"06/2025",0.0519,1,1,"07/2019","True",1,2,0,"CHEVROLET","Traverse",2,2016,3,17825,98,"Consumer Bureau","781",2,NA,"False",0.0398,"MI",71,NA,1,14764.07,241.99,0.0519,0.0519,0.01,NA,NA,176.9,NA,14580.86,241.99,241.99,NA,"False",183.21,0,"08-09-2019",0,"Ally Bank","False",NA,NA,NA,0,14396.92,183.94,241.99,NA,0,14212.24,184.68,241.99,NA,0,14026.83,185.41,241.99,NA,0,13865.59,161.24,245,NA,0,13680.75,184.84,240,NA,0,13495.07,185.68,245,NA,0,13305.69,189.38,245,NA,0,13116.53,189.16,245,NA,0,12952.66,163.87,245,NA,0,12756.03,196.63,250,NA,0,12556.68,199.35,250,NA,0,12255.87,300.81,375,NA,0,12030.2,225.67,250,NA,0,11827.97,202.23,250,NA,0,11648.41,179.56,250,NA,0,11444.66,203.75,250,NA,0,11240.13,204.53,250,NA,0,11034.88,205.25,250,NA,0,11034.88,0,46.84,NA,0,10838.62,196.26,242,NA,0,10641.31,197.31,242,NA,0,10456.81,184.5,242,NA,0,10255,201.81,241.96,NA,0,10053.87,201.13,241.96,NA,0,9859.09,194.78,241.96,NA,0,0,9859.09,9892.74,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"prime",3,27,30,0,0,1
"62621","Sponsor Assigned",23384346,"08-01-2019","08-31-2019","Ally Bank","01/2019",18941.97,73,"01/2025",0.1054,1,1,"02/2019","True",1,2,0,"CHEVROLET","Equinox",2,2017,3,16425,98,"Consumer Bureau","670",2,NA,"False",0.095,"NC",66,NA,1,17806.67,185,0.1054,0.1054,0.01,NA,NA,197.08,NA,17508.93,356.1,512.2,NA,"False",297.74,0,"08-30-2019",0,"Ally Bank","False",NA,NA,NA,0,17293.86,215.07,356.1,NA,0,17033.15,260.71,400,NA,0,16945.9,87.25,156.1,NA,0,16780.04,165.86,371.1,NA,0,16670.95,109.09,312.2,NA,0,16340.93,330.02,463.91,NA,0,16306.81,34.12,100,NA,0,16306.81,0,0,NA,0,16276.32,30.49,359.21,NA,0,16182.86,93.46,200,NA,0,15841.55,341.31,592.2,NA,0,15465.65,375.9,476.1,NA,0,15465.65,0,0,NA,0,15327.78,137.87,356.1,NA,0,15152.51,175.27,356.1,NA,0,14973.27,179.24,362.2,NA,0,14683.62,289.65,350,NA,0,14628.74,54.88,232.93,NA,0,14564.71,64.03,138.17,NA,0,14370.97,193.74,370.2,NA,0,14322.24,48.73,106.83,NA,0,14211.59,110.65,357,NA,0,14211.59,0,75.27,NA,0,14134.68,76.91,174,NA,0,13892.87,241.81,356.1,NA,0,13892.87,0,157.2,NA,0,13460.27,432.6,570,NA,0,13245.14,215.13,377.2,NA,0,13030.87,214.27,321.1,NA,0,12720.53,310.34,415.1,NA,0,12466.76,253.77,356,NA,0,12180.73,286.03,386.2,NA,0,12088.04,92.69,156,NA,0,11697.02,391.02,571.1,NA,0,11628.35,68.67,170,NA,0,11371.7,256.65,343.3,NA,0,11315.34,56.36,108.9,NA,0,11308.64,6.7,147.2,NA,0,10933.14,375.5,501.1,NA,0,10743.25,189.89,281.1,NA,0,10566.82,176.43,213.66,NA,0,10566.82,0,0,NA,0,10533.13,33.69,256.44,NA,0,10179.35,353.78,432.1,NA,0,9961.41,217.94,300,NA,0,9553.69,407.72,527.2,NA,0,7,"near_prime",8,46,54,1,0,0
"62653","Sponsor Assigned",23393110,"08-01-2019","08-31-2019","Ally Bank","01/2019",16370.74,73,"01/2025",0.0759,1,1,"02/2019","True",1,2,0,"CHEVROLET","Cruze Limited",2,2016,1,12200,98,"Consumer Bureau","758",2,NA,"False",0.0248,"IL",66,NA,1,15314.28,284.65,0.0759,0.0759,0.01,NA,NA,185.95,NA,15128.34,284.65,284.65,NA,"False",185.94,0,"08-23-2019",0,"Ally Bank","False",NA,NA,NA,0,14941.2,187.14,284.65,NA,0,14749.75,191.45,284.65,NA,0,14560.17,189.58,284.65,NA,0,14366.34,193.83,284.65,NA,0,14174.12,192.22,284.65,NA,0,13980.59,193.53,284.65,NA,0,13780.02,200.57,284.65,NA,0,13583.96,196.06,284.65,NA,0,13383.82,200.14,284.65,NA,0,13185.21,198.61,284.65,NA,0,12982.59,202.62,284.65,NA,0,12781.4,201.19,284.65,NA,0,12578.92,202.48,284.65,NA,0,12372.53,206.39,284.65,NA,0,12167.42,205.11,284.65,NA,0,11958.47,208.95,284.65,NA,0,11750.85,207.62,284.65,NA,0,11541.95,208.9,284.65,NA,0,11324.5,217.45,284.65,NA,0,11112.85,211.65,284.65,NA,0,10897.53,215.32,284.65,NA,0,10683.13,214.4,284.65,NA,0,10465.13,218,284.65,NA,0,10247.94,217.19,284.65,NA,0,10029.35,218.59,284.65,NA,0,9807.27,222.08,284.65,NA,0,9585.84,221.43,284.65,NA,0,9360.99,224.85,284.65,NA,0,9136.68,224.31,284.65,NA,0,8910.93,225.75,284.65,NA,0,8678.16,232.77,284.65,NA,0,8449.45,228.71,284.65,NA,0,8217.51,231.94,284.65,NA,0,7985.83,231.68,284.65,NA,0,7751,234.83,284.65,NA,0,7516.32,234.68,284.65,NA,0,7280.12,236.2,284.65,NA,0,7040.89,239.23,284.65,NA,0,6801.63,239.26,284.65,NA,0,6559.41,242.22,284.65,NA,0,6317.04,242.37,284.65,NA,0,6073.11,243.93,284.65,NA,0,5823.82,249.29,284.65,NA,0,5576.71,247.11,284.65,NA,0,5326.85,249.86,284.65,NA,0,5076.54,250.31,284.65,NA,0,7,"prime",8,46,54,1,0,0
